,Marital status,Application mode,Application order,Course,Daytime_evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
3421,1,,1,9085,1,39,130,1,37,,9,6,130,1,0,0,1,0,0,23,0,0,6,7,0,0,0,0,6,7,0,0,0,11.1,0.6,2.02
3422,,,1,9238,1,1,137,1,1,38,5,8,125.8,,0,0,0,0,1,18,,0,6,10,6,12.66666667,0,0,6,6,2,11.5,0,12.7,3.7,-1.7
3423,2,39,1,9991,0,3,130,,3,1,1,10,160,0,0,0,1,0,0,30,0,0,5,5,,,0,0,,5,5,15.4,0,12.7,3.7,-1.7
3424,1,1,1,9085,1,,130,1,9,19,4,1,134.2,1,0,0,1,,0,20,0,0,5,13,0,0,5,0,5,5,0,0,5,9.4,-0.8,
3425,2,,2,9147,1,1,160,1,37,37,9,9,,0,0,0,0,0,0,29,0,3,5,7,,12.33333333,0,0,5,,0,0,0,10.8,1.4,1.74
3427,1,1,1,9238,1,1,136,1,19,1,4,3,125.2,1,,0,1,0,0,20,0,0,6,7,,11.66666667,0,0,6,10,6,,0,7.6,2.6,0.32
3428,1,43,1,8014,0,1,117,,37,37,,9,100,0,,0,1,0,0,27,,0,6,6,,12.5,0,0,6,6,6,14.33333333,0,,-0.3,0.79
3429,,7,1,9147,1,3,140,1,37,37,9,,140,,0,0,1,0,0,23,0,0,5,,0,0,0,0,5,0,,0,0,7.6,,0.32
3430,1,51,1,9070,1,1,132,1,19,19,153,,120,0,0,,,,1,23,0,0,6,6,,15.33333333,0,0,6,6,6,14.16666667,0,11.1,0.6,2.02
3431,1,1,,9500,1,1,147,1,1,1,,4,134.3,1,,0,1,0,0,,0,0,8,8,7,14.2,0,,,8,7,14.2,0,12.7,3.7,-1.7
3432,1,1,1,9773,1,1,158,1,38,38,9,7,144.7,1,0,0,1,0,1,19,0,0,6,6,6,14.83333333,,0,,6,6,14.66666667,0,12.7,3.7,-1.7
3433,1,17,,9500,1,1,142,1,19,37,4,9,131.9,,0,0,1,0,0,19,0,0,7,7,7,,0,0,8,8,8,14.3875,0,13.9,-0.3,0.79
3434,1,1,1,9773,1,1,143,,,38,8,8,136.7,,0,0,1,0,1,18,,0,6,6,,13.83333333,0,0,6,6,6,14,0,11.1,0.6,2.02
3435,1,1,2,9070,1,1,135,1,1,1,4,,129.8,,,0,1,0,0,19,0,0,6,6,6,11.83333333,,0,6,,6,13,0,9.4,-0.8,-3.12
3436,1,1,1,9773,1,,160,1,1,,4,7,146.5,0,,0,1,0,1,18,0,0,6,7,,,0,0,6,10,6,13.5,0,,-0.3,0.79
3438,1,39,2,9556,1,19,133.1,1,37,37,3,7,117.8,0,0,0,1,0,0,,0,0,7,10,6,11.41666667,,0,8,9,8,11.9625,0,13.9,-0.3,0.79
3439,1,17,2,9556,1,1,133.1,,37,38,9,8,106,1,0,0,1,0,0,19,0,0,,16,2,12.75,0,0,7,12,2,11,0,8.9,1.4,3.51
3442,1,,4,9254,1,1,106,1,37,19,9,7,116.9,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,8,5,12.4,0,11.1,0.6,2.02
3443,,,,9773,1,1,148,1,1,19,,9,141.7,0,0,0,1,0,0,18,0,0,,6,6,13.83333333,0,,6,6,6,12.66666667,0,10.8,1.4,1.74
3444,1,1,2,9070,1,1,134,1,,19,3,3,127.7,1,0,0,0,0,0,18,0,1,6,8,,11.71428571,1,0,6,11,4,11.33333333,0,13.9,-0.3,0.79
3445,1,1,5,9500,1,1,,1,19,1,9,,122.1,1,0,0,1,0,,19,0,0,7,8,7,11.67857143,0,0,8,,7,13.0375,0,12.4,0.5,1.79
3446,1,16,,9085,,,,1,3,,,1,,1,0,,1,0,,19,0,0,6,7,6,15.71428571,0,0,6,6,6,14.66666667,0,13.9,-0.3,0.79
3447,1,1,,171,1,1,141,1,1,19,5,8,141.4,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,,
3448,1,1,1,9773,1,1,140,1,19,37,9,6,135.8,1,,0,1,0,1,,0,0,6,6,6,13,0,0,6,7,6,13,0,10.8,1.4,1.74
3449,1,1,2,9500,1,1,138,1,3,,2,2,127.5,1,0,0,1,0,1,18,0,0,7,,7,14.48571429,0,0,8,,8,,,16.2,0.3,-0.92
3452,1,42,1,9500,1,1,133,1,1,1,4,4,100,,0,0,,0,0,20,0,1,8,8,7,11.57142857,0,1,8,8,,11.57142857,0,12.7,,-1.7
3453,,1,6,9500,1,1,150,1,37,38,9,9,131.5,1,0,0,1,0,1,19,0,0,8,8,7,12.65714286,0,0,8,8,7,12.65714286,,12.7,3.7,
3454,1,17,1,9147,1,1,117,1,37,37,9,9,109.3,0,0,0,0,0,,22,0,0,5,9,2,10,1,0,5,11,1,10,0,9.4,-0.8,-3.12
3455,1,1,1,9238,,,145,1,19,,6,,,1,0,0,1,0,,19,0,0,6,7,6,13.71428571,0,0,6,6,6,13.16666667,0,12.7,3.7,-1.7
3456,1,7,1,9238,,3,140,1,37,37,,9,140,1,0,0,1,0,0,36,0,10,14,21,13,13.07142857,0,4,11,16,11,,0,16.2,0.3,-0.92
3457,1,44,1,9003,1,39,160,1,37,,9,7,160,0,0,0,1,0,1,19,0,0,6,7,6,15.33333333,0,0,6,9,6,14,0,15.5,2.8,-4.06
3458,1,17,1,,1,1,125,1,4,3,1,1,119.8,0,0,0,1,,,18,0,0,6,,5,11.57142857,0,0,6,8,,,0,16.2,0.3,
3459,4,43,4,9991,0,12,133.1,1,,37,9,9,153,0,0,0,0,,0,,0,0,5,10,,0,0,0,5,,0,0,0,7.6,2.6,0.32
3460,,,2,9500,1,1,139,1,38,,9,7,125,1,0,0,,0,1,19,0,0,7,7,,12.9,0,0,7,7,6,12.9,,7.6,2.6,
3462,1,7,,9085,1,3,120,1,37,37,7,7,120,0,0,,1,0,0,,0,4,10,20,4,11.5,2,3,9,13,3,11.66666667,,15.5,2.8,-4.06
3464,1,17,3,,1,,120,1,,1,4,4,116.9,1,0,0,1,0,0,19,0,0,6,,,,0,0,6,7,6,13.42857143,0,8.9,1.4,3.51
3465,2,39,1,9147,1,1,130,1,37,37,9,9,117.9,0,0,0,1,,0,35,0,0,1,1,0,0,1,0,5,0,0,,0,10.8,1.4,
3467,1,17,1,9853,1,1,150,,19,19,3,4,135,0,0,0,1,0,0,29,0,2,8,10,7,11.14285714,0,,8,11,8,11.375,,12.7,,-1.7
3470,1,1,6,9500,,1,143,1,38,19,7,9,129.5,1,0,0,1,0,1,18,0,0,8,8,7,13.79857143,,0,8,8,7,13.79857143,0,10.8,1.4,1.74
3471,2,39,1,8014,0,19,100,1,,19,,10,111.3,0,0,1,0,,,25,0,0,6,7,6,13.33333333,,0,6,6,6,13.5,0,7.6,2.6,
3472,4,39,1,8014,0,19,,1,37,37,9,9,95,0,0,1,0,,0,50,0,0,6,11,0,0,0,0,5,6,0,,,8.9,1.4,3.51
3473,2,1,1,9147,1,1,133.1,1,34,34,0,0,131.8,0,0,,1,0,0,,0,14,15,17,14,11.35714286,0,13,14,15,13,12.84615385,0,7.6,,0.32
3474,,1,,9119,,1,132,1,38,19,5,3,119.1,0,0,0,1,0,0,18,,0,5,11,0,0,0,0,5,,0,0,0,9.4,-0.8,-3.12
3475,1,17,1,9085,1,1,131,1,38,38,191,174,125.4,1,0,0,1,0,0,20,0,0,,13,6,15.69230769,0,0,6,13,,14.42857143,0,15.5,2.8,-4.06
3476,1,16,1,9003,1,1,147,1,1,37,4,9,140.7,1,0,1,1,0,1,20,0,13,18,19,18,15.05263158,0,11,13,13,13,14.53846154,0,15.5,,-4.06
3477,1,43,1,9991,0,1,141,1,37,37,9,9,131.9,0,0,0,1,0,0,21,0,6,10,20,6,11.5,0,5,10,17,5,12.4,,9.4,-0.8,-3.12
3479,1,1,1,9254,1,1,135,,38,,9,7,139.2,0,0,0,1,1,1,19,0,0,6,6,6,13,0,0,6,6,6,13.16666667,0,12.4,0.5,1.79
3480,1,1,1,9500,,1,,1,37,37,9,7,121.8,0,0,0,1,1,1,18,0,0,8,8,8,12.93875,0,,8,8,8,12.93875,0,9.4,-0.8,-3.12
3481,,17,1,171,1,1,142,1,37,37,9,9,132.9,0,0,0,1,1,0,22,0,0,,0,0,0,0,0,0,,0,0,0,12.7,,-1.7
3482,1,44,1,9003,1,39,130,,37,37,9,10,130,0,,0,1,1,0,25,0,0,6,6,,0,0,,6,8,0,0,,15.5,2.8,-4.06
3483,2,39,1,9500,1,1,133.1,1,37,37,9,9,130.1,0,0,0,0,1,0,37,0,0,7,10,5,13,0,0,7,9,5,12.88,,11.1,,2.02
3484,1,39,1,9500,,,133.1,1,37,37,7,7,124.5,0,,0,0,1,0,38,0,0,7,,5,,0,0,7,11,4,11.8125,,11.1,,2.02
3485,2,39,1,9670,1,1,130,1,19,,9,9,162.3,0,0,0,1,1,0,36,0,0,6,13,3,,0,0,6,12,5,11.4,0,13.9,-0.3,
3486,1,1,2,9500,1,1,149,1,19,1,9,9,,1,0,0,1,1,0,18,0,0,,8,7,13,0,0,8,8,7,13,0,,3.7,-1.7
3487,,,,9670,1,1,130,1,1,1,0,0,119.5,0,0,0,0,1,0,19,0,0,5,5,,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12
3488,,39,,9130,1,1,150,1,1,1,4,,,0,0,1,1,1,,24,0,0,5,,2,12.5,2,0,5,8,3,12.33333333,0,9.4,-0.8,-3.12
3489,1,1,,,1,1,106,1,1,1,3,3,105,0,0,0,1,1,0,20,0,0,6,9,5,11,0,0,6,9,5,12.16666667,,11.1,0.6,2.02
3490,1,1,1,171,1,,162,1,37,37,9,9,142.8,1,0,0,1,1,0,21,,0,0,,0,0,0,0,0,0,0,0,0,,3.7,-1.7
3491,2,43,3,9991,0,1,120,1,37,37,9,9,,1,0,0,,1,0,32,,0,5,5,,0,0,0,5,5,0,,0,7.6,,0.32
3492,2,39,,9991,0,19,133.1,1,38,38,7,8,120,0,,0,1,1,0,39,0,0,5,9,0,0,,0,5,5,1,10,0,12.7,,-1.7
3493,1,7,1,9119,1,3,130,1,37,37,9,9,130,0,0,0,,1,0,33,0,0,5,6,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7
3494,1,17,2,9670,1,,128,1,37,,5,8,121.7,0,0,0,1,,1,20,0,0,5,5,5,,0,0,,5,4,,0,9.4,-0.8,-3.12
3495,1,1,1,9003,1,,124,1,38,19,9,7,116,0,0,0,1,1,0,19,0,0,6,,6,15.5,,,6,10,6,14.1,0,16.2,0.3,-0.92
3496,2,39,1,9991,0,1,133.1,1,37,37,5,8,133.2,0,0,0,0,1,0,,0,0,5,13,2,11.5,0,,5,12,3,,0,13.9,,0.79
3497,2,43,1,9991,0,1,,1,37,37,7,8,116.7,0,0,0,1,1,,49,0,0,,7,4,13.33333333,0,0,5,9,4,11.6,,16.2,0.3,-0.92
3498,1,1,2,,,,140,,38,,,7,126.4,,0,0,1,1,1,18,0,0,6,8,6,12.66666667,,0,6,,6,13.5,0,12.7,3.7,-1.7
3500,1,1,1,9147,1,1,122,1,1,,9,9,,1,,0,1,1,1,19,0,0,5,8,,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51
3501,1,39,1,9070,1,1,140,1,37,37,9,10,118,0,0,1,1,1,1,,0,0,6,,6,13.5,0,0,6,6,0,0,0,16.2,0.3,-0.92
3502,1,15,1,9670,1,1,160,1,37,12,9,9,,,,0,0,1,0,19,0,0,6,6,6,13,0,0,6,8,6,,0,13.9,-0.3,0.79
3503,1,44,1,9003,1,39,130,1,1,3,9,6,130,0,0,0,1,1,1,21,0,0,6,15,6,11.71428571,0,0,6,8,4,11.75,0,13.9,-0.3,0.79
3504,1,1,1,9670,1,1,141,1,1,1,5,9,126.3,0,0,0,1,1,1,18,0,0,6,8,6,12.16666667,0,0,6,7,5,13,0,13.9,-0.3,0.79
3505,,17,3,9147,1,1,127,1,37,37,5,7,116.2,0,0,0,1,1,0,18,0,0,5,10,,0,1,0,5,13,0,,0,9.4,-0.8,-3.12
3506,1,17,1,9254,1,1,126,1,37,37,5,1,126,0,0,0,0,1,0,29,0,0,6,12,0,0,0,0,6,,0,0,6,9.4,,-3.12
3507,1,1,1,9670,1,1,131,1,1,1,4,9,122.3,0,,0,,1,0,19,0,,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12
3509,1,44,1,9070,1,39,130,1,1,1,,9,131.8,0,0,0,1,1,1,22,0,2,7,7,7,12.28571429,0,5,9,10,8,12.375,0,12.4,0.5,1.79
3510,1,17,6,9500,1,1,140,1,1,1,,3,130.7,1,0,,,1,1,18,0,0,7,7,7,12.71857143,0,0,8,11,8,12.80555556,0,11.1,0.6,2.02
3512,1,,1,171,1,1,140,1,19,19,1,1,129.5,1,0,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74
3513,4,39,1,9670,1,19,133.1,1,37,37,9,7,,0,0,1,,1,1,29,0,0,6,16,1,14,0,0,6,7,0,,0,11.1,0.6,2.02
3514,1,39,1,,1,1,120,1,11,11,90,4,114,1,0,0,1,1,0,29,,0,5,10,3,11.66666667,0,,5,8,4,11.25,0,7.6,,0.32
3516,1,17,1,171,1,1,123,1,3,12,2,9,116.4,1,0,1,1,1,0,19,0,,0,0,0,0,0,0,0,0,,0,,10.8,1.4,1.74
3517,1,1,1,9119,1,1,136,1,38,38,9,9,121.7,1,0,0,1,1,0,18,0,0,5,10,0,0,0,0,5,11,1,12,3,7.6,2.6,0.32
3518,2,42,1,9254,1,1,136,1,2,2,134,112,130,1,0,,1,,0,22,0,2,6,13,4,,0,2,6,12,,,0,7.6,2.6,0.32
3519,1,,1,9991,0,1,,1,,37,9,9,,1,0,1,1,1,0,34,0,6,10,10,7,11.71428571,0,4,10,10,6,,0,10.8,1.4,1.74
3520,1,,1,9991,0,,160,1,3,3,2,1,125,,0,,1,1,0,26,,0,5,7,5,12.6,0,0,,7,5,13.71428571,,13.9,-0.3,0.79
3521,,17,1,171,1,1,125,1,37,37,7,9,134.1,1,0,0,1,1,0,24,0,12,17,19,,11.64285714,0,12,17,25,12,11.25,0,11.1,0.6,2.02
3522,1,1,1,9670,1,1,146,1,1,1,9,8,149.5,1,0,0,1,1,1,17,,0,6,8,,14.875,0,0,6,8,,13.42857143,,,0.6,2.02
3525,1,44,1,9003,,39,140,,19,38,6,7,140,1,0,0,1,1,0,,0,,6,8,6,12.71428571,0,0,6,,6,,,12.4,0.5,1.79
3526,,39,1,9003,1,,111,1,1,,4,2,162.4,0,,1,0,1,0,,,4,12,16,5,11.6,0,2,7,7,5,,,,1.4,3.51
3527,1,,1,9500,,1,120,1,,4,4,5,136.6,0,0,0,,1,0,23,0,0,7,14,5,11.94,0,0,7,14,6,12.2,,13.9,,0.79
3528,1,18,3,9119,1,1,111,,1,19,9,8,111,1,0,0,1,1,0,18,,0,,,4,,0,,5,9,,14.2,0,12.4,0.5,1.79
3530,1,1,3,9670,1,,106,1,3,,2,3,105.7,1,0,0,,1,0,19,0,0,6,6,,13.33333333,0,0,6,9,5,13.8,0,8.9,1.4,3.51
3532,1,1,1,9147,1,1,151,1,1,38,4,7,137,1,0,0,1,1,0,,,0,5,5,5,13.4,0,0,5,5,5,15,0,8.9,1.4,3.51
3533,2,39,,9254,1,19,133.1,1,34,34,0,0,120,0,0,1,,1,0,45,,0,6,12,0,0,0,0,6,12,,0,,9.4,-0.8,-3.12
3534,,39,1,,0,1,120,1,,34,,0,120.5,1,0,0,1,1,0,30,0,,5,5,2,11,0,0,5,5,,0,0,7.6,2.6,0.32
3535,1,51,1,9991,0,39,120,1,1,4,4,10,118.1,0,0,,1,1,0,28,0,13,15,,13,,0,,13,13,9,11.33333333,0,8.9,1.4,3.51
3536,1,39,1,9991,0,1,110,1,37,37,9,9,139,0,0,0,1,1,0,40,0,0,5,0,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7
3537,1,39,2,9147,1,19,,1,,19,4,,116.3,0,0,0,0,1,0,,0,0,5,5,0,0,0,0,5,9,0,,0,10.8,1.4,1.74
3538,1,17,5,9254,,1,118,1,19,37,5,5,120.5,1,0,,1,1,0,19,0,0,6,12,,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32
3539,1,1,1,9070,1,1,139,,1,19,3,9,134.9,1,0,0,1,1,0,20,,0,6,7,6,13.66666667,0,0,6,7,6,12.16666667,1,16.2,0.3,-0.92
3540,1,17,1,9119,1,1,130,,1,3,4,2,123,0,0,,1,1,0,18,0,0,,10,1,10,0,0,5,7,0,0,0,9.4,-0.8,-3.12
3541,1,17,1,,1,1,132,1,38,37,9,9,122.9,0,,0,0,1,,20,0,0,,6,6,11.5,0,0,6,9,2,13,0,10.8,,1.74
3545,1,17,3,9500,1,1,156,1,19,37,,9,132.3,1,0,0,1,,1,18,0,0,7,7,6,,0,0,7,7,,13.26666667,0,7.6,2.6,0.32
3546,1,17,4,9500,1,1,143,1,19,38,9,,131.5,1,,0,1,1,1,18,0,,7,8,7,12.5125,0,0,,,8,14.1875,0,13.9,-0.3,0.79
3547,,43,1,9130,1,9,133.1,,34,34,0,0,128.2,0,0,0,,1,0,28,0,0,5,9,0,0,0,,5,5,0,0,0,7.6,2.6,
3548,1,39,1,9670,1,,140,1,37,,9,9,148,1,0,0,0,1,0,31,0,0,6,14,0,0,,0,6,6,0,0,0,12.7,3.7,-1.7
3549,1,1,1,9500,1,1,127,1,,,,9,,,0,0,1,1,0,23,0,0,7,7,6,13.48333333,0,0,,7,6,13.48333333,0,7.6,2.6,0.32
3551,1,39,1,9238,1,19,133.1,1,37,37,9,,139,0,0,1,0,1,0,33,0,0,6,8,0,0,0,0,5,6,0,0,0,16.2,0.3,-0.92
3552,1,43,1,9147,1,1,120,1,37,37,5,3,113.4,,0,0,1,1,0,,0,0,5,9,,13,0,0,5,9,3,11.66666667,,,3.7,-1.7
3553,1,,1,9119,1,39,150,1,19,37,9,9,150,1,0,1,1,1,0,20,0,0,5,6,5,16.5,0,0,5,7,5,17.71428571,0,,0.5,1.79
3555,1,44,,9085,1,39,150,1,38,38,4,1,,1,0,0,1,1,0,20,0,1,6,11,6,13.8,0,,,7,6,13.14285714,0,16.2,0.3,
3557,1,39,1,9003,1,1,130,1,,1,,4,,,0,,0,1,0,,0,,6,0,0,,0,0,6,,0,0,,13.9,-0.3,0.79
3559,1,1,1,9670,1,1,141,1,2,1,2,4,140.7,1,0,0,1,,0,,0,0,5,5,5,12.6,,0,5,6,4,14.5,1,7.6,2.6,0.32
3561,1,17,5,9773,1,1,146,1,1,37,5,5,146.7,1,0,0,1,1,0,19,0,0,6,7,6,13.83333333,0,0,6,8,6,13.625,0,7.6,2.6,0.32
3562,,39,,,1,19,133.1,1,34,34,99,99,,0,0,0,1,,0,31,0,0,5,5,0,0,0,0,,5,,0,0,7.6,2.6,0.32
3563,1,44,1,,1,39,160,1,3,38,2,3,160,0,0,1,0,1,0,24,0,2,6,6,2,16,0,2,7,7,2,16,0,,1.4,3.51
3564,1,44,1,9119,1,39,130,1,19,3,3,4,130,0,0,1,0,1,0,23,0,0,,5,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06
3565,2,39,1,9991,0,1,160,1,1,3,1,2,130,0,0,0,0,1,1,26,0,0,5,12,3,10.66666667,0,0,,11,3,10.66666667,0,9.4,-0.8,-3.12
3566,2,,1,,,2,,1,37,37,6,6,140,,0,0,1,1,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92
3567,1,1,6,9119,1,1,126,1,19,19,7,3,116.6,1,0,0,1,1,,20,0,0,5,6,5,,0,0,5,,,13.8,0,8.9,1.4,3.51
3568,1,17,5,9119,,1,118,1,1,19,9,9,120.5,1,0,0,1,1,0,20,0,0,5,10,3,13.33333333,0,0,,11,5,13.57142857,0,12.4,0.5,1.79
3569,1,39,1,9085,1,19,133.1,1,,1,2,5,103,0,0,0,1,1,0,25,0,0,6,0,0,0,0,0,6,0,,0,0,10.8,1.4,1.74
3570,1,17,2,9070,1,1,121,1,1,19,144,144,111.9,1,0,0,1,1,0,19,,0,,9,5,,0,0,6,10,4,11.2,0,,1.4,3.51
3571,1,17,1,9119,1,1,148,1,1,38,4,5,148.7,0,0,0,1,1,0,18,0,0,5,6,,16.2,0,0,5,8,5,16,0,8.9,1.4,3.51
3572,,,1,9991,0,12,,1,12,12,9,9,120,0,0,0,,1,0,28,0,7,13,13,7,10.28571429,0,5,11,13,5,10.6,,10.8,1.4,1.74
3574,1,1,1,9254,1,,132,1,1,38,9,9,120.1,1,0,0,1,1,1,20,0,0,6,7,6,13.57142857,0,0,6,8,6,13.16666667,0,8.9,1.4,3.51
3575,1,1,1,9130,1,1,140,1,4,3,3,3,,0,0,0,1,1,0,18,0,0,6,7,6,14.28571429,0,0,6,9,6,14.85714286,0,,0.6,2.02
3576,1,17,,9147,1,1,112,1,1,1,3,,106.4,1,0,0,1,,0,19,0,0,,7,,10.2,0,0,5,6,,10.5,0,,0.5,1.79
3577,1,42,1,9500,,1,100,,19,19,9,9,100,0,0,1,,1,0,24,0,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7
3578,1,17,4,9085,1,1,126,1,1,3,5,5,,1,0,0,1,1,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74
3579,1,1,1,9670,1,1,150,1,3,37,,7,,0,0,0,1,1,1,,,0,6,7,6,14.83333333,0,0,6,6,6,14.83333333,0,12.7,3.7,-1.7
3580,1,44,1,9003,1,,150,1,19,1,9,8,150,1,0,0,1,1,0,21,,0,6,12,5,13.625,0,0,,6,5,12.6,0,13.9,-0.3,0.79
3581,2,1,,,1,1,144,1,19,19,193,144,139.8,,0,1,1,1,0,24,0,0,7,7,7,12.27142857,0,0,8,10,7,13.65714286,0,10.8,1.4,1.74
3582,1,39,1,9991,0,1,133.1,1,38,37,9,9,154.4,0,0,0,1,1,0,,0,0,5,0,0,,,0,5,0,0,0,0,10.8,1.4,1.74
3584,1,39,1,,0,1,133.1,1,3,19,4,7,,0,0,,1,1,0,39,0,3,,10,9,13.22222222,0,,7,8,7,13.14285714,0,,,3.51
3585,1,39,,33,1,1,133.1,1,19,37,9,9,96.1,0,0,0,1,1,0,25,0,0,7,13,2,15,0,0,7,12,2,11.5,0,12.4,0.5,1.79
3586,1,7,1,171,1,3,130,1,1,2,9,2,130,,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12
3587,1,43,1,9070,1,1,133,1,,2,9,2,128.8,0,0,0,1,1,0,19,0,6,12,12,12,13.16666667,0,6,,12,12,13,0,10.8,1.4,1.74
3588,1,18,1,9773,1,1,124,1,38,37,9,8,,0,0,0,1,1,1,21,0,0,6,8,5,13.83333333,0,0,6,6,4,14,0,13.9,-0.3,0.79
3589,1,7,1,9991,0,40,130,1,1,3,4,2,130,0,0,0,1,1,,27,0,0,5,,0,0,0,,5,0,0,0,0,8.9,1.4,3.51
3592,1,7,1,9670,1,3,110,1,27,37,3,3,110,,0,0,1,1,0,,0,7,12,12,9,12.33333333,,6,11,11,6,,,9.4,-0.8,-3.12
3593,1,1,3,9773,1,1,127,1,19,38,8,3,133.7,1,,,1,1,0,18,0,0,6,6,6,13,0,0,6,7,5,11.8,0,12.7,,-1.7
3595,1,44,1,9003,1,39,140,1,19,,9,10,140,0,0,0,,1,0,19,0,0,6,15,3,13.25,0,0,6,9,1,12,0,13.9,-0.3,0.79
3597,1,16,,9238,,1,,1,19,,4,5,133.7,1,0,0,1,0,0,18,0,0,6,,6,13.5,0,0,6,6,,12.16666667,0,10.8,,
3598,1,16,4,9773,1,1,,1,37,37,,3,137,1,0,0,1,0,1,18,0,0,6,7,6,12.66666667,0,0,6,8,5,12.8,0,10.8,1.4,1.74
3599,1,43,1,9147,,1,133.1,1,4,19,2,1,,0,,0,1,0,0,23,0,7,11,,11,15.09090909,1,2,,7,6,14.5,0,9.4,-0.8,-3.12
3600,1,18,4,171,1,1,133,1,1,4,9,5,,1,0,1,,1,0,20,,0,0,0,,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12
3601,1,17,3,9773,1,1,134,1,2,1,,3,129.5,1,0,0,1,1,0,,0,0,6,,6,13.16666667,0,0,6,7,6,12.66666667,0,16.2,,-0.92
3602,1,1,,9773,,1,,1,,19,9,7,129.6,1,0,0,,1,0,18,0,0,6,6,6,12.83333333,0,0,6,8,6,12.83333333,0,12.4,0.5,1.79
3604,1,17,2,9773,1,1,132,,19,1,9,9,141.8,1,0,0,1,1,0,20,0,0,6,6,6,11.83333333,0,0,6,6,6,12.16666667,0,12.7,3.7,-1.7
3605,1,1,3,9773,1,,135,1,3,1,2,4,129.8,1,0,0,,1,0,20,0,0,6,6,5,12.8,0,0,6,,3,12.75,0,15.5,2.8,-4.06
3606,,44,,9070,1,39,100,1,1,1,4,,106,0,0,0,1,1,0,21,0,2,7,7,5,,,,9,9,5,11,0,12.4,0.5,
3608,1,17,1,9119,1,1,125,1,19,1,5,4,121.5,1,,0,1,1,0,20,0,0,,,5,15.8,0,0,5,7,5,14.57142857,0,11.1,0.6,2.02
3611,1,17,,9670,1,1,117,1,1,1,4,4,117.7,1,0,0,1,1,0,20,0,0,6,9,6,,0,0,6,7,6,13.85714286,0,8.9,1.4,3.51
3612,1,44,1,9085,,39,140,1,19,37,5,7,140,1,,0,1,1,0,19,0,2,6,10,4,12.5,0,1,6,16,2,12,0,12.4,0.5,1.79
3613,1,1,1,9119,1,1,132,1,1,12,3,,133.1,1,0,0,1,,0,,0,0,5,7,3,12,0,0,6,10,,10.5,0,11.1,0.6,2.02
3615,1,17,1,9670,1,1,132,1,19,1,,4,119.1,0,0,1,1,1,0,18,0,0,6,6,3,12.66666667,0,,6,11,,11.14285714,0,10.8,1.4,1.74
3617,1,1,1,,1,1,133,1,19,38,9,7,,,0,,1,0,,18,0,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51
3618,1,17,5,9773,1,1,143,1,1,1,,7,136.7,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,,6,6,6,13.83333333,0,8.9,1.4,3.51
3619,1,17,1,9238,1,1,143,1,19,37,9,9,126.2,1,0,,1,0,1,21,0,,6,7,6,,0,0,6,7,6,13.5,0,12.4,0.5,1.79
3620,1,15,,9085,1,1,,,37,37,9,9,109.6,0,0,0,1,,0,18,1,0,6,13,4,12.25,0,0,6,15,5,11,0,11.1,0.6,2.02
3621,1,1,1,,1,1,141,1,,19,3,3,131.9,1,0,0,,0,1,18,0,0,7,7,7,15.10142857,0,0,8,8,8,16.09375,0,,0.6,2.02
3622,1,,2,,1,1,140,1,19,37,9,9,140.7,1,0,0,1,0,1,18,0,0,6,6,6,13.16666667,0,,6,6,6,16,0,10.8,1.4,1.74
3623,1,18,6,8014,0,1,134,1,3,19,,4,120.7,1,0,0,1,0,0,23,0,0,6,8,4,11,,0,6,,0,0,0,,-0.3,0.79
3624,1,1,2,9147,1,1,118,1,3,19,2,4,113.8,1,,,1,0,0,,0,0,5,9,3,,0,0,5,9,4,11.75,0,8.9,1.4,3.51
